clinic_id,name,address,phone_regular,phone_emergency,whatsapp,opening_hours,emergency_24h,website_url,applemap_url,latitude,longitude,rating,google_place_id,photo_reference
24,Hong Kong Island Veterinary Clinic,"Shop 1 & 2, G/F, Regent Hill, 67 D-E Sing Woo Road, Happy Valley, Hong Kong",+852 2982 0222,,,Mon-Sun: 09:00-19:00,FALSE,http://www.hkivc.com.hk/,https://maps.apple/p/fCjUATWnrRfjLi,22.267689,114.186959,4.3,ChIJcRUkcrsBBDQRgrnSRx9ovEo,ATCDNfWe0-5avt2TBcF5LNdEBYz1tneHG_ZfY0fUqm8hXsh0AMxdsynnvbzYuru9OSfRSCuR7-FxuPbBO274n4Lfmwp01q1SJ81FHsB-GOpiDiVI50c7T0fi_vyTMI44yh3yKZfoRqhPHgiYL1N5F_XM2OYuQ-935l9zb5TRdmJRdCLKTTAlimea6xEhm1m03EW6bFfifb6wa0RaXZ5y_JtX8MSOUG5t0X2ipgWLTFaxzcuep1zgtGL6nOcBhNbOe_JP1r7ja7voW9KRhnhP7yg7NYi-uhb1T8AsNznfIQSEhkE
25,Phoenix Animal Clinic,"G/F, 2 Sun Street, Wan Chai, Hong Kong",+852 2865 4320,,,Mon-Fri: 09:00-13:00; 14:30-18:00; Sat: 09:00-13:00; 14:00-17:00,FALSE,http://home.netfront.net/~easie/index.htm,https://maps.apple/p/cDBIXPszsu-.Ta,22.276536,114.168548,4.3,ChIJn-us_lwABDQRaSQ0Ta_k4do,ATCDNfWpepUlCckkQ55o7lyBpDkEvSV6hdi9Tf3v4Mx0oGCoLYrJ2xrblVQfJ7MIkNP6QPGYgSfRS4VsAsBrL-VSmXcYhdrCHwfqp6DOx1KkZTneXa1yA3cJnbuevGCRfNLqVNhLlUY7D2X8HMgUbZTwOUC9HpJnGAWjzrlR6eb9684KANoxDYi07Nzn3_YN6lSS9JWofbGstpOb-ZC0AS8oY1-1-9zhAx40ln4v6xQSmHHG2iMDaIy4z6ufhMEGAMxU49dD9RwAho2__N_FJPTSghCHTdCoDipL-eRahjPVRxN4wRDsm6VXlNO5e2jEt3PMCBTnQygSsc1k9T7eTFBkcZUvISGHfD3wmKCoQNpd31Fi_7xYmD8Rzr1MObxQH6vRIzCjohr5nMXJGTqU3-B2LsIhVaYe-6sz8bz1dGQ1yV6lGb8
26,SPCA (Hong Kong Centre),"5 Wan Shing Street, Wan Chai, Hong Kong",+852 2802 0501,,,Mon-Sat: 08:50-17:30,FALSE,http://www.spca.org.hk,https://maps.apple/p/FHQtIfAwe4A6Px,22.282044,114.178707,4.3,ChIJf5EDzlkABDQRdOv7KvIKw0U,ATCDNfU4IWPFw-FkY2tSb8bz_NQiOb5Kbixpy4Wi6pjywcMBPjaWlpQ4jgrJyh5WdeXLHORV2kMidlf5DsAE4QyOLBs85iKUVwF0T70xYSh0fn_TEpf5B33vfYrcdAZNJ-cEz1UK-iT5l2UzxJ8e16902-H-BZo-WelVBG4I9UTFM8CTI4wKjxNy5Nu93xBuAhMOH7bGDCI5WrvvyaO8vbhxwcDYBvbq3zFo0TO7JYqkSCegzH74wS7EoR8gMjK6e7CPFseAP8o_rToR0qTaw41P07z7PGBNbsWF5QdAHYZtNKZOooQVNeaLrXRZnZwzJb3B_VAW8ojYYfUKUcdVJ-ezo5Sgz_6I370vD1YbfY6h-Vr5NKsjNvgnrL6gHftFwoe_wxRBY9zn-pBbmS7HpmXalp3A0GOFgXY7UVf9wAU80LS_Wx_v
27,Tai Hang Veterinary Clinic,"G/F, Shop 2, Wun Sha Court, 1-5 Wun Sha Street, Tai Hang, Hong Kong",+852 2577 5755,,,Mon-Fri: 10:30-14:00; 16:00-19:00 Sat-; Sun: 12:00-18:00,FALSE,,https://maps.apple/p/4kxVIvCYNmMwRp,22.279275,114.192552,4.3,ChIJ3_EsOasBBDQR8t0moZxpigc,ATCDNfVgoRwz_tW3_QV1pA3r3SLgW9rwWeKOkr99Y0J1DNwtsiyuUb5KN3P5GLLUbiOV_lYqI6cvfi5Qyrofzw9DmwYsL1wi07pBOYderA4tOSyUz6A8e8ur4l7uV4FLsb3_Om42TfMBwXAE1CRnUseAwNePWtmU5I42d2Rc1C1L6k4s_GK7rzo43Hz25FBiiE4KtZ5t0KvtHGJt0HrlN3mnj-qytPkoZ_urNKHqsjyP-Y365MjsARgCY6PJaewD1faWPbKaDzAiTM2FJOuBY5yTA-xJASA9x0bJwOQF9j65WYkyvV66dE3mMURv9Oq--9fFgmN7_l2stHkiLXiB8-IanVFb5S-g8bSa2JVxaZkEIbS-u2lfZoJK6kvv3MkFEi0-8G6f1GgjbnayUpshIOOWoFoYI6L5PBk5YanUOlzgwscSq3O8
28,Faithful Veterinary Hospital,"G/F, 139 Pak Tai Street, To Kwa Wan, Hong Kong",+852 2711 9909,,,Mon-Sun: 09:00-19:00,FALSE,https://petfinderhk.com/shop/view.php?sid=1605,https://maps.apple/p/-e8tCzzcRT9BVT,22.323613,114.189466,3.8,ChIJEZGXxdUABDQRhJb7cydUmy4,ATCDNfV8x3I1ImYou7TA2BfduTXAvYjBAJWpMzFfHnkcX5KhOSSjy8FbmVlnqqaZMosvqUFg-oGHE-MxhSiA6f7CKFR2KGToFdh2r9XcTmWDl5xq2u8yiUyzcnZdAcV-u2yJHepR1vpi1x06lbjZusKSIOQzMTrcbQr4fcmaYHiO4HCwP06KlczwdKDjgqydyEta6-buw_rAU5IsREgfdWzcj-lk48OKgUGxW45iLhZJGv3XeJfUUoPKr3xNop08ucJgnvzAqnc9d3m-WxK9ARb8fGpJL8605ljWZ8aYhSdh74cmjwoqTvsV0PDB8v5OQI3_K4x5aRS7Tm8z0aA-u8vc-O2e-hyEikktmjv4a7qJrkFwkI9KtVZxEjRT_eLYp3ZCoR2xsFjRQlgfcSY6wGZNP_XMfk8T3ddVOsY2wTKb7PXcEApMk2BMX7bDMqSpBA
29,iVet Animal Clinic,"1/F, Tung Hei Court, 73 Bulkeley Street, Hung Hom, Kowloon, Hong Kong",+852 2877 6780,,,Mon-Sun: 10:00-19:00,FALSE,https://zh-hk.facebook.com/%E5%AF%B5%E5%BF%83-iVet-Animal-Clinic-1739764656266242/,https://maps.apple/p/Na5kidZLFoF954,22.306678,114.186122,4.5,ChIJe4gGD94ABDQRMIXOQ8L0WRY,ATCDNfVLYdJxlzy-FbW7y2lgwffD11wRNFQuUSHAYGEvekusB3hIgCMm1qZJzNjtLew_FSxLtf3zDp88B-xBPEurGBcbS4LNl3TtJpCPc1GXPG3vKO74qyIjOKrGOHlkaX7eNtPU9vG1E-GQjQif1G1pXP6Iold4mv6cdYleKqPdCXmbwmx0A-svxLvWLFc1t6pHYDwN8sqfzQoPqo2bNpQwNu6hCpuGZ4BCOPmhx5UduhYwpnahiSZqFL1j4ZyJ4U5r6Y9rFWIS_fS2_I6BEjCbvTTvWtiHLdxvFYJXSrvEsAB_yqT8DDLc67QoTIKj_K5SjeOQdofpbMY9VLv3aeo2-dup_xMyNzouDoW5faZuLGIcRLn9keeJLMQHVsQKegntcjO4e4exgdmm4JnbdxM9U-JIBsk7NrJy2s4Eo_hUqZkPJt5M
30,Kowloon Veterinary Hospital,"G/F, Yue Luen Mansion, 2 Junction Road, Kowloon City, Hong Kong",+852 2382 3300,,,Mon-Sun: 10:00-19:00,FALSE,http://kowloon-vet-hospital.com/,https://maps.apple/p/UBCJt6KRvt8Htb,22.327745,114.187075,3.8,ChIJ_0lqaNUGBDQR_6ZnbohIdEA,ATCDNfVSH6pRZhFJ3inbHaopGzbeayeTdMXI1KvB9k_ZBTDNyw3OpcD8ipBhvMLE3Qso5Rw6wpb-CH97DFESwvDIdQjQ6mwKSarQ0un0R9U1wugxKkwIGmyV9qZVpc0kHDoAUbdVm8jrYx5QrgdUFqoAM98Be58ECbjbQc-UcdUEbXKDwstwAwmw8nNqX03ZKOLN1G-BTFOR6CRypVSDNkr4bpsWOhANSig7n06My_7JjbMkL3GMjH4sTfPDFea00VTC4UiGIJRBt1MVCRSIxctIReoWMvajl78AWaOK_CwYdsJjFABrSRBOOAjH6FVC1BZPd3a3tI0_JkU9NbYSjT7pDPDh4GQMRM6PhLKKoB3qI8L0j3d5LIEes4FeFLEezs57E7mxB0_yjPkhv3oabm72m2Y5H_FVkJCsWdUGiUrHTiXf9j9NGbRRrO-R75LtJhgs
31,SPCA (Kowloon Centre),"105 Princess Margaret Road, Ho Man Tin, Hong Kong",+852 2713 9104,,,Mon-Sat: 08:50-17:30,FALSE,https://www.spca.org.hk/contact/spca-centres/kowloon-centre/,https://maps.apple/p/UVbo5Dg7gywWZL,22.311365,114.177606,4.3,ChIJJx5WF8MABDQRXNKzoUs2Xyg,ATCDNfUS2UZJM24Dx-m2kpT7vdFEgeL4Zo7A6ruzk5Vbm7cYRM78iZfXygQBV6ayxj5n6fTZTPT2it4O4BUfq9DYBF9YOtYXoQj6HHK7_eqtAAvFCsyoK82y4VVXjsbKim1QKMv6wETGa49JeMOgEpmOIl56AJLfPm3F8n4YPRhWmz5h6l6Pw1TjbwlUoYOrKeRx-XY9fihUjfu45d1iTmxMkcn-QYUsA9HwWLGTH8ut_8pPQDEUDnPRdPtRk9SlepvfIJuB3_K4sIYhr8QhcwOLsvtzuZJfy1qEWwtLtwfpzxOWlJ9DyZFUxlhpnC7AfDDDhYVWDXKcmDr8klQ3Bjxz-R9426sOAG0qYR2oKxM9I87KSQfOpMcRcG7Pbzc9cPmU_FUlGiXPUgLQC47jiFINTq1tgibh5tsiVTN7UEk2blk
32,Hong Kong Veterinary Centre - Chong Sheng Tang,"108B, 1/F, Lai Sun Commercial Centre, 680 Cheung Sha Wan Road, Kowloon, Hong Kong",+852 2520 2373,,,Mon-Sun: 09:00-19:00,FALSE,https://petspace.group/chongshengtang,https://maps.apple/p/eS.UB8qp21ua2_,22.338984,114.152157,4.1,ChIJERD5vEQABDQRe5Kxzn9MPX4,ATCDNfVXdx6sOStNoC-V1crWuykwWOh0elM4qDgq5pyEQerfEanVtObYb5f9qVF7WoYoZZj5Lmc6JdC-2KjPwYwimQpuN0wjo75N05_Wrf2TogURQnNhvQtHfndCNfYVxcqnMOoZk59MfQkW6VIzlpi717e7fcatXrG0iktMCkKQ0TAzMfp7SRSJds6DEXYMBqeUKBJ6JQsbeSaJCPiIDD5CohfbaKY3dZy4FdKcRuE7Ltf1LOF-jFTUfaRGCzHxP9QGTqa00Y6pvx3vHlsyC1qVDLMwv-rJyZDVN1BpmhANWOmStblj8eM7c4jolTl8Sry10snTntwlemNamunzBiMM5teBSEzNxs3_GokuLTY5ecTRm3J9U7uBFv9QMrrrX8b2Q9NCCS_7y1RRm6Y8E_k3C-eDrcx4-aAhmsubymuJDHILzg
33,Peticare Kowloon West Animal Hospital,"G/F, 2 Man Yuen Street, Jordan, Hong Kong",+852 3500 5800,,,Mon-Sun: 09:00-19:00,FALSE,https://www.peticare.com.hk/,,22.307413,114.167234,4.4,ChIJRRrnT6MBBDQRER6-gTbPkYk,ATCDNfU0Csp6AA-_PusIzusvrdgLTzDWOUuAmI7vOjy00XPHIHafZ8YcF8VTt7yZlERNM-7Q-6mTqtCdcFbO2uaEL_OTpiK74dKh-0C0E1qDfRdeYlti5zMfcJG2-StsZ-8i0GtgIkzyecyOj-Q5FRykp3m_bdyFabRf6VWjBdvJUdOFqJnmMpiM-c3SW4DuSrm-QdayHYNWvuU0syCe_zaMuE6o8qU2oQiFO-Cp2qU1wO5xcF21cb6Z7rFU-JmK_6mL1Qjtgm98LtfQ-pllJL4LjsGISk80YEsgaEeBPJOWsTEyiBkM9bZkcNphU0urhpBkX5xPOXtoxZPi79ODWxkT-gd-QPxoCDfSSZW7rgAsqDoJmNIyt27WdrgucM-90QaOYueemwx66s1ti0AcjMII567tXJYL83B6QfyRu0v53LpRpFvn
34,Macpherson Animal Clinic,"G/F, 26 Sai Yee Street, Mong Kok, Hong Kong",+852 2781 2386,,,Mon-Sun: 24-hour,TRUE,http://www.macpherson.com.hk/,,22.317691,114.172273,3.8,ChIJbTI86mxG_xMRE_KtVcWSi6k,ATCDNfUQ5Xnj20qCZuTaIe9085XjnibGsydja0mS3vrgtsSIec3U2FvUuDYodt2EMP6tG-Mwjt0vYcBHQXGq3SvhOH1EFuq8HLENCaSy49eUi_Ati21Ljpmj44ZvK_4m_j1i0e73Ia9hz8y351BXbf_5CsEcCmhUASy0NjanpZc_sbBiq44voUoymQ7nWeNo5MQeg8CI297eHU07Hkh4bhbIya0O4K0ikwmRM_G-QYchWV_My4HZt-jp-r2fCQR5n9JzNqwQj_vMPIil4x2eg0pcZ1PNoPm2dSn6HeVOw5e8_88ShPtkjB3ty0Vd7whYjZ9L_rMg9Hims0XfEpcBDv-AOC4BoN_PLjGOkrGbCiTjENDaZ2v_HxywwRwyI8SKZn8ZRwhDnVIU1NcHYI4tjRtOCGaIY3UTdO0qswJpW0iIPP5KdTI
35,Peticare Kowloon East Animal Hospital,"50 Tung Ming Street, Hong Ning Building, Kwun Tong, Hong Kong",+852 2345 6504,,,Mon-Sun: 24-hour,TRUE,https://www.peticare.com.hk/,,22.315984,114.22275,4.2,ChIJF71blE4BBDQRTQdhcmPVdss,ATCDNfULVdeG_jl-jsrfKqTl-REYQz2m2Ha-PRbj8IK1dhRMfZoPFhG5i_Q9SzJJiL8R4vjKDalFrXSVu6vzzG8YWTmJUsXX6GarbkPPCsUkMP17yoWu1Ktw2af9qS4fSaBlMiN4KB_BpNQFqpA9-VwO7_Y20OfSq4yWP7zbQfEOrOPpU5gUVyMkjJNoH5HDy6NJXByGMrrf_MYcCEDPK-77F9A_MxwW0rc-ofklM0YVJSYOuG4k06Lis_sA11pv4Mwi0ErW88TT1k34mWwTRv6xEZ7G-rE6Ipxfo_8C-y21Fso
36,Pawsure Veterinary Hospital,"Shop 7 G/F, Bo Yan Building, 1 Horse Shoe Lane, Ngau Tau Kok, Hong Kong",+852 3611 2877,,,Mon-Sun: 09:30-19:30,FALSE,https://www.pawsurevets.com/,,22.314681,114.22203,4.4,ChIJS8kRKIsBBDQR9iK9CUX_TNs,ATCDNfVxXywKYUrdSLnqL9iyQhk_OyWtjpEepPVizD5ysQamm3dW0BUVxGsJbI3QxbiCq4QqjMAhVTx3ZM1Gp7i0bn4tvI4a9An-qsSCxu_GwnvfYSJ8Xg31TSNTVCroesXapBO3PeBmDAjpVE-5KObZBZh6e4RvrQvJIS_Q4HL1BbeOLlLD3OpbUbnwN_HdqGP6S9ei4j8wjLuA2gCKRdvXelUe4Na9tWriRrzbPYGhcINc5HHWXy-9Ye212Usx_H_WNZ8C6PYerXvgTeVTSLsqEkBJt_vKY4NF-LgFgE_7VVIRwQ
37,Petcore Veterinary Clinic (Yuen Long),"Shop 12, G/F, 110 - 136A On Ning Road, Ho King Building, Yuen Long, Hong Kong",+852 2394 7300,,,Mon-Sun: 10:00-20:30,FALSE,http://www.petcore-vet.com/,,22.445664,114.028347,4,ChIJuxskdp_wAzQRdyD_U8a2Vzw,ATCDNfXBKYHJo2ORbqxCWfT6Y_L8hrEIOxwFsAUQ1scCyOG0_9rZv5JUDxJN12NO4zvqEPj3CrG3jz52lYfYxrtW9jNdZoQBN9I-kIRXYnEphAjtZ3rsPqanbzEjyor80ErL1Vk6ch4nIdrf44P0SoMkwQ37ba6zskF7lbZ-Mo9sKaiRoRh0iQ_S8ErTGVn4cN45omUr7VO7jWZr1C5i70ctrGo-LcO0F5D2-74lCV9zxpLq-2vaqHCQxPnSMAF5PJIqYBaIB1_M9pVTr8QRuBLbALy9hwX4XhkkLmfxdSb5YWE
38,The Aim Animal Clinic,"Shop 19, G/F, Kin Fai Building, 69 Fung Cheung Road, Yuen Long, Hong Kong",+852 2470 6683,,,Mon-Sun: 10:00-20:00; Tue: 00:00-24:00,TRUE,https://petspace.group/zh_hk/our-clinics/,,22.443329,114.033679,4,ChIJsY4g72j7AzQRbprk-YCxTfU,ATCDNfVjg4KBZCTSC7m9kzPCPW9sMd0Z2naxLkzwYRlqQqEnqbQOc_Z68_7HD2K2WXf-E6BOj4qkfEIxrMFlYOgadDKH818EZRD3oYFLmu-c4jE3CcrgYwAeGeya8gHTv6JVRO0xrn7pAJnpOgIV8dOceENafQEWTKqqb7iiQqv29uYhWVridErnyI4SRnaGRKuj7C0WBhkqtgYRRTVUueNcj8qaHVcRsBPpj97ke9w-NIW_jgji58fx15Tscf7F_aT9q6rGhsQxQBHJZhiWc8yMn86hs34TWAgUOWQ3HfnonwiOXjBx4DmEt7AHcWuIU_86qrksMP5IKai-3HxJ70yY_wNGtB-7c3YPMnxfsxpdeXRkaDUZV6g3DSwcAiikGOa3S9H0nwk_hK9CyMlTkUryYjtlv87FbAQcTAmdbYxFHT0ZPg
39,Northern Animal Clinic,"G/F, 55 San Shing Avenue, Sheung Shui, Hong Kong",+852 2311 1707,,,Mon-Sun: 10:30-14:00; 15:00-21:00,FALSE,https://www.facebook.com/share/MYB76QTSS9V6hcEF/?mibextid=LQQJ4d,,22.505021,114.12704,3.9,ChIJd_29LxD2AzQRyg8KDzzgaT4,ATCDNfWea-midXdRrVYXLtmt1Wt2qGiRf0yJvmMKEPo2pG9JphgeV4GzkckjD-jUOeEy-M1jgLVigI2AJK_sPoqeLKLwjo88xhxPKQiyKTJOzNIQ56G5Nm69HUqMllY9U5iJQe1uJI9FalkcxUoVkxN8VQjuKUa0alhJ_-ci-SVb-OLMNtnONIhi-Npt5Tgj75QxChGTwZ7KrbSiOtXkXz-UXwyfSX5WJrdA_VwaTjMAQ5crzEioMIYV7QVTKbxu4JLIAIOE5anBQutLDmw6kOH7ABfjbNf5ZnksQZU6q6K3dfw
40,Creature Comforts Veterinary Centre TKO,"Shop G18, Papillons Square, 21 Tong Chun Street, Tseung Kwan O, Hong Kong",+852 2915 7007,,,Mon-Sun: 08:00-20:00,FALSE,,,22.303002,114.263454,4.7,ChIJkfZr5NcDBDQRMAzEs49JDfY,ATCDNfWQ0hjTtTJo5qClr5uLJhGmm9lScA9_gWiaiqJNZfwhLxORkcgU17x8UizTojp2GX7iyCcFLhLgvny-tJBnrVyP0kdt7KYnm4l0JUV-kTHcJnYfaVhayaLwGLBibhwzQhAg4NqKDTTvJ5YFxRdAua4rGE0z1e0ORqTH7hunQdCk4jhVTzcimlr47of4c5TQRtSzKAKq4zbGVfjO6KGuq085v8rmNvgtOo23_IZzeV8uVoBm2CWAxoU7Y5gI8W8bnTKCxDnMZXttGBOjU6HicqXQlGr4JjmN1UoB7qUj05I7LQ
41,Dr Eric's Animal Clinic (Tseung Kwan O),"Shop 9 Savannah, 3 Chi Shin Street, Tseung Kwan O, Hong Kong",+852 2244 6898,,,Mon-Sun: 10:30-13:30; 16:00-19:00,FALSE,http://www.dreric.com.hk/,,22.306227,114.264117,3.9,ChIJTUvPEfIDBDQRD0GMq0AaWY0,ATCDNfU7yeYEIvDaHzihfHiKEUra23CRdmweXuNXMyCTrmbhvGVwGUoguvfrprCk5p7kITObE7zXP5tKjopafHwEUVn-xdPG30VOmiviyAcW9_GDJXCLmTdARm8LYRZMpHATmu4nSYWWSlYWGYFtCZu5EkGOCWrQCtH4BM1q1Vz1poGK8zno211UVUSpHKtLrFyyfK5Huvh_ktoooOMIPzlRl_VTkEl91_fZyrE25j0GNtuxAh08YWCMWWzR_d1DcTRdtkJmQ4Tgk-ENBwb67_eSqrjWlD25HCPHa_t8MhqgBhZjqYrBxCEzGPq1xJE0--dbqL0aTqe6Qo9WO7c1ajhH7z_LNpctt6VTb1fcsfEX5HCkp7YzxlBSpNG5i51MpIKwq_gagLdfINftpmhY4fSWmdY6V77GWyuoM7Umx2DBWJHjQ0e9
42,Hang Hau Animal Clinic,"Flat A, G/F, Block 3, Hang Hau Village, Tseung Kwan O, Hong Kong",+852 2719 1019,,,Mon-Sat: 10:30-14:00; 15:00-21:00; Sun: 10:30-14:00; 15:00-18:00,FALSE,http://www.hanghauac.com/,,22.320855,114.266285,3.7,ChIJ0evnyLUFBDQR8f9NDHXy66g,ATCDNfXTgkHKzGfGr7SH40H3uqCXmFl9ynq1MKs9nOFwqaXokf8-IznCUQAe16GrsYNsft3aGUNDeqO9bX-kwMpbKCZ53RYkoiWN8j1BVGiuri6MD_OTUV06rB-EWF0n2NywADeecpCpiEqGdP2LwQuFpRoIozNt5mjmpbtKNzwZiSAyVliiZvdiDLbfp_0VN6EY_Bz0EKGGGQaJ3-J3OfejIn4GUb5lQiwwKnoX2hRx-NsgZ133g9CFIXAgHLLSy9_s_C7_4dhx7pzxG3W5l_DUBE4PmeH1oHLGXRJ5kJDVpD8FXDoRWRw9yW4zVnuocqTlnF_Sf-w_TLYA5U4P_asBdcognhgMUK8-4KF3BxxxWHaTNMKHVxraPslrrvHy9nRkO0UjGZFHkvXcz-8wgc7Z7l36MKxjzv43nZ3kyFUZU-E
43,Pet Space Sai Kung Veterinary Hospital,"G/F, 208, Fui Yiu Ha, Sai Kung, Hong Kong",+852 5340 6101,,,Mon-Sun: 09:00-19:00,FALSE,https://petspace.group/,,22.380073,114.269074,4,ChIJDXcxqM0FBDQRJtIf-yexbHk,ATCDNfUmJJ-ix3OxGPFbmQp10E_KIoI18Pdl6E-OY9Di3f1h9O3k_zfbNZVnrHi11cxhRrJBWwm0Pt4ISFW6iGl4yMvvAKuJJH1Uzwl-iQwUSzAX3cH7kUOJBiLm_oxTATQ2CC-WDAzrPK6LrYfXzRIK6F93m8Pd1lVUnz2ex55qzZBVgNYkvcOqWSqZP-MVMZP4uYCdsOhCZyN9l5YRcJHBcprS3VNosrAEvm-rDQJq4WO1hvhVVFhKKWSCCv3GQ6MZGfnh8uz5ZihVqoNnif6Ys1jtaTYIGCjsJG-TFbYvuUMGSg
44,Petcore Veterinary Clinic (Sai Kung),"Shop 2, 66 Yi Chun Street, Sai Kung, Hong Kong",+852 2394 4228,,,Mon-Sun: 09:00-19:00,FALSE,,,22.380415,114.271747,4.7,ChIJkwwYmUMFBDQRJIot3R3i168,ATCDNfV3EYhMil7kynK1jXYK5wQHvNvs8ZnsyC89LnarHEL2sVF49Np1bXvD7tuYQqJyVfH74Mr-j9Veb1l52KAeVewTWIChdnhj1Q585D89Z7Rfl3Qekp3bb07FR7fBLrkhWy-HAVY32hesqwzfJkchfBTBttGVmKGoL4Dz50qOfEGfYkxsN9gLbsjZuApv7RV3LoqSFJuZj4xqdAbRkkVlHfs7y5YIioFjp-GEyMlprLdGCvUwv5yIYSjoVOBZqvH3MTm7yBA3NXBmxF14LcY8m7D3w9CpPAU97W7TNyak62Sb2Q
45,Sai Kung Animal Hospital,"G/F, 30 Man Nin Street, Sai Kung, Hong Kong",+852 2792 2206,,,Mon-Sun: 09:00-18:30,FALSE,http://www.saikunganimalhospital.com/,,22.381602,114.271843,4.8,ChIJ96Eker0FBDQRsALA-GAEsTM,ATCDNfUKklWpCOtG-qCvli2jKCsKgG6hraxBWqtHoKcnSa97k0RRFrLP1GP9NKU32CbHVbAw__-ldwUxd9hVdADZpTqNadGBkzOSBm6jPrktN2wYTl8fFQTIxbe7kHVbNZWkk4myLurGtmgLZC0LCggXFLp5C_N9QivZtYCycodozsCNK851FSzg9ItcnVIunAZYDx0-GcHH5mDtZPXf_4NO4I9_RPZkAw6GLLEEEYEhKvdOU2C_eYdzCVX13mcu6_KOYbgt0a3cAa5H7U9ekSk8spX2lb8KwxwDT588vSgl0sVRuw
46,SPCA (Hang Hau Centre),"Flat B, 2/F, Block 5, Hang Hau Village, Tseung Kwan O, Hong Kong",+852 2243 0080,,,Mon-Sat: 08:50-17:30,FALSE,,,22.320502,114.266619,4.1,ChIJzZS7ZXQEBDQRA8WaTrr66qU,ATCDNfVT4upfjjhdlOlwNCUxHDR8Enyc1oHHMSnuWxc-HRRZp7a1ySH8xQiOpLNyt4q6OWhUI3UyWJjSAWcJq8LlQ7MFbGsW8eBtOchLMNkegHyuX7LXOj2trokW0RRkDBC64GZg4XUNz2r0O8bS21Rvev2qQ0fAICkBwoDEgtX7k95pP9J-R4GhzS5D0CpSRtGGcO-EiyHvYnBIzuk5DJKLRz57bwErNCkngLyZokWt4Tr0EsdN2GOCUuiUk6EGRJx7MqigBs_812JJtzlIbRmwU3Jca9tSrLhOu9of5NRpZ2b4T7BDQCGe5QjkMBHp5voBtm-BdGp7a6MLFTOIlcOIN6ndkF2NTgK0Po4oU-hrqMlJg0-lj95aw0LX5o2MemR_-eHZHN1_8SsKA18NHEfGe1WEbr6e11M5Cx4dMvl0tz4xia0n
47,SPCA (Sai Kung Centre),"7 Sha Tsui Path, Sai Kung, Hong Kong",+852 2792 1535,,,Mon-Sun: 08:50-17:30,FALSE,,,22.381149,114.272201,4.2,ChIJ8VwQcb0FBDQRONWtPQ10gow,ATCDNfXvOz-AiOz1m2LleE9yBiNkWdzvhlEY7DH_IllYfbyqRTWtSrN6esDaejaiulwbGQmI1aA5err-Gfj6EM4IUnpOCsdN-Ql7RmrilyiDV6AsuKByfb40ZtbJGeffiXIT0MNyccmDRKJjfm0ccuEVlQ3xHi8MzgSEzotr7c8re-7M9C5ugnPi2a156PLtmqBwnl9fxUTzM5Fx88wVt6UO7SwIqRyxxGpZ-nuQySDLV-Vn6FXVGgozYuQ5X2s1LVfz2VY1sVz9f_LGm7DP7AP9zRaCg9CHYSs0Xo0MckXFFHA8H41u40tVAM-OGFcumpdR45NWOeeo_oXIQLI1DFsGGXkrpwNgy4boGvuTLfIIhnBAfZ5HtkeStyOvYgyZfBSpS19rsUS1pGl4vm0SjGR1knUwS_Z9pZuGPA5ZrXPPKiZv2g
48,Pet Space Tseung Kwan O Animal Clinic,"Shop G6, Metro City Phase III, Tseung Kwan O, Hong Kong",+852 3194 6001,,,Mon-Sun: 09:00-19:00,FALSE,http://www.petspace.group/,,22.322849,114.257011,3.3,ChIJrwxF_gsEBDQRlGD7bvOn1mk,ATCDNfWPlO2QIuvW6uutw_4n6GmqIbrf741cY9_8LULDiZqifk8kcQEY8D1GbqfWwFPX8b0b9UbwMZib-fe_7nct2CnDD-bj4FgC7mhNcznwGpBtLm4vbkHSC_8Wvfc0LHMhrYpeAKExuO4CyLigzvs5BkI9k18VXSx4PJmu2IX8RmvaNJJgHuYO3ilkJ230u93ZaDfeew10bPsF7YEXER-HBwRHxYw60tXHJfPnSEqjB3B9MqJh5PheTiOFXwdzTlIeCHSO5AgVB87Rks4M6n9QDE3_MiDPggvo8uxmsxzKb0CHlA
