clinic_id,name,address,phone_regular,phone_emergency,whatsapp,opening_hours,emergency_24h,website_url,applemap_url,latitude,longitude,rating,google_place_id,photo_reference
49,Village Vets,"Shop G1, G/F, DOCK1A, No. 1A Chui Tong Road, Sai Kung, Hong Kong",+852 2323 2933,,,Mon-Sat: 09:00-19:00; Sun: 09:30-18:30,FALSE,http://villagevetshk.com/,,22.379933,114.268629,4.7,ChIJC5vmTu0FBDQRE3KvAr4UQ2Y,ATCDNfW7GPaX89KeGT0Y3MEdfTASNDoN7G2U-GqJItD3VphYYCl3X7Zc1VbDG0-7Gws_dyDYgTcP7eye_xUZjzOR4r1N_30_SpsvHLO65NrbsV4H7h7R24svSzOcyidFUM45IBz8LJwKQG8aKbptv38Z5ua4YM3cv1TU-JxsRyzNlOwq7c6dC2VAETRwpnJmBK4ukFvrVfmyLvYzwugzDET2d5Xd_YAZ7yEJAZ-a_28qWG8rPeAUI8WpUdOYgJTXCV6PNFia2YDrLhixgXw2vnBGXUjog7PL73AzRu-GisxGMt7mJQ
50,Pet Space Sai Sha Road Animal Hospital,"Shop A13, G/F, Ma On Shan Centre, 1 On Chun Street, Ma On Shan, Hong Kong",+852 2630 5980,,,Mon-Sun: 09:00-19:00,FALSE,http://petspace.group/,,22.425552,114.233354,3.5,ChIJWeEOq7EIBDQR_kFSxXH9TI8,ATCDNfW_HJ1eZ8csRAm3YX5xiDdF0WXjtPwagvKhqYo_69m16aJx8nFzShWDjE1O7fBTvnoHU7gOjiWCunFIXCkmJGKzYb6kmBJQYmFoQ2FOJHEn3PuDhDIsw7a8yEz2wXY9kucXTM4Qu2PgS9PvDn9jQqVyBgGScKD1lE3nvcA23pkmbWrXctAPG2-bwxsa-NuEco0Yq8zokooFIVkdsQikGpj837MP9TtqKYI6QX3jlSwAfnzw2WAXYr_rcDS0KBeNn9mVBy90AYuWfIu3ZgTwacTdj2zkKbWPERKQnn9stxSjoQ
51,Sha Tin Wai Pet Clinic,"Shop 3A-3F, L1 Floor, 8-12 Sha Kok Street, Shatin Phase 1, Shatin, Hong Kong",+852 2155 2568,,,Mon-Sun: 10:00-19:00,FALSE,,,22.379516,114.197419,3.8,ChIJb8xXKVIGBDQRgnCrEQ9JrBk,ATCDNfUNUonvGw5kFhngkIgozRXTIaEoEvYdmRuJgguVUpzig1yvxF9g_4OPvgU15oqUmCJMvxgcC2KaLC3u-BAXU-w2JRRvGaWk7ySkf9HCW-ftoqTDwMONemuTXwMKF73tLCLBlc08p2KKavZWk7fvDL5vOPkECvou6oWW2IdZWjPQl5MITouB_PztR8XD_vIcaWeF0oFpI-F4x31O68zHq8GG0qspWEUpUzo_QFigM-Zi9JU7gSpOCXlZj7YuIhgvbU9QE_HrrQ49pdC6ET7mGe4eRzw3OmuzpeCQ6K93OkQ3l2qiMMEqEcYBWYTmEYSgH4RedcE2LWIqAtDj8UOiwk4Y_rcohCskhCF8qlw-rX9iE2uXmi4EIZF_bK2CMc471qC9_AmC_5fSZzfywAiWmC5SQTQbhI2zgPf2i975wvrRBA
52,Shatin Animal Hospital,"Shop B, G/F Hing Wan House, 74-76 Chik Chuen Street, Tai Wai, Hong Kong",+852 2694 1452,,,Mon-Fri: 09:00-19:00; Sun: 09:00-17:00,FALSE,https://www.hongkongvet.com/en/,,22.376875,114.178793,4.1,ChIJNcEklqcHBDQRBmNEaGphr6c,ATCDNfXFLKDdzcOq-GGPlwtijPkwGjqsUauuSxaaDKLA78sdF7p3hF6VTyu_p8rwpXjkZ6hnzJ2ccI_vitMlzhQdGADagtdlH5rGaGOoFYJ0ZQdN5D3gXM3eSNBwI0llY5XtlDYGeRCP9XD7HhFNroiTbyVCzcSjkVIjiUzdds1cq-fv9YfoLKs9Srm5eKKXRJSttp1XP-5LO9rol8rrgGjWTcrMx7DZCZnQlw7Xf3NhOrxAwqYjZ4-6cmsrERqmJnODq6rd4KhfTRl9ruy74J8DKCN0g_y3v9sekMIROc_HCjdK_R18HpAtw0fYcG28OkBkKccLnUQEAYN3eB1m3ON6xV2UsD0STiRCiwsTuWabH6QS0dH5S4h6c1e8fxr7dhCVMAw8zNVNbDRtGFq6EDPZm8u16sds3xdug4W55TDWPXdmLg
53,Sunshine City Veterinary Clinic,"G/F, Shop 16 & 17, Sunshine City Phase 1,18 On Shing Street, Ma On Shan, Hong Kong",+852 2677 7008,,,Mon-Sat: 09:00-13:00; 15:00-19:00,FALSE,http://www.sunshinecityvet.com/,,22.422928,114.232611,3.9,ChIJrzOB_RgJBDQRoXJkz1H-siY,ATCDNfWl6qZaADmB1D-8FFGtVXagQsoKnsvaguMmSGEeNpNitWmaShOfQDGP7C17ONljr7itBorNFhwS40uzrhbDDDhKnuCRzZ_SQUS6hEm8znAGHUfmFRSQggtDLWGAFAWL8b9rJYwX-Oe1dJKhmKX6mX-AVn2TaCR2axiLO4FHP5QzEIv-J9dxSSg04KF7aIWylqqcc-ImaO4SvvgXiZDhC2V-47KplLYVE06Pip_eVYnKbLW8pPeJdoBWgh18GrbHXMuJ5-Nbrtofk2kzSjjDxCCDaeXRCcMYxVCI6MNKAgSwp_SD9Oen2nrXW6lMefK-XY_gRis0cQPSrDMJ0Dgblr39hrU_7flTGSwkWhNmFF4RCk7xi4UOAecD8CilggxQHNLP48_F7ftZVNY-Q1BSTnTRGC_K9lk5lcKEUqcl4UZ7CQn6
54,Castle Peak Pet Clinic,"Shop 12, Kai Hei Land Building, 385 Castle Peak Road, Tuen Mun, Hong Kong",+852 2404 2511,,,Mon-Sun: 10:00-19:00,FALSE,http://cppcswpc.com/,,22.388463,113.980073,3.6,ChIJw0yH0RX7AzQRHC0Os0KInpM,ATCDNfVyqDtN4mKr0rai7kDdMVyr_WE9SrkrIi4KbQcA-6XIDIZfhbVyFQ5OJdtlYPN9nFPDr1iHmD6haCY4e-ojE3kE0jAlFYgsauQ66h13HRo4Z1mkDtjysFPAvkQZPURWi_zzQcEd1MQcDowmHmP5m7c8Inw8ZAp7Bb7LZMvN0GQ-xQ6HTRpmOy2xIEknFp8MowiT38qMAeVxLPBRzKP1F-S9H53RSWi-ToTUYr4wnxPTAm0w7dmuPYs18Bl9O5WoslHfYCopOP21tSotdwNLrVd9Z9mhA9pwb7Sa-euqkB3naw
55,Pet Space Discovery Bay,"Shop G38, G/F, DB North Plaza, Discovery Bay, Hong Kong",+852 2788 1599,,,Mon-Sun: 09:00-19:00,FALSE,https://petspace.group/,,22.306513,114.016182,5,ChIJdbwkINf9AzQRTY1J3uy2JUY,ATCDNfXRl6vA6em89w_YfqqcZ9dHib76FE7HrR7RMrgboCsgOyICJwkkBWqxFZlJDfBy2kXcb2HH966Fnxq6i5f5IwP1XLLZiDTkDIouEzMhUtSu3jz5nj1K93JaMoRMnEPz_-vtBR51UTGQ7vKNoJW9l-fSXhZVQjpxmqQUdBZCBVVdZjw86jeuJ3YlUfSBUsZtNS2Q8DkCD4V8dFty523KFSazGzrd2-y3HhHl8aSdXe_3hw0jxzgYBRV481LwcVKURE25Tyg_OM4es9c5LLAMxSSy4UdERzB3oMjNwbKTKS4Pbg
56,SPCA (Cheung Chau Clinic),"Tung Wan, Cheung Chau, Hong Kong",+852 2981 4176,,,Tue: 09:30-16:30; Thu: 09:30-16:30,FALSE,http://www.spca.org.hk/ch/about-us/spca-centres/cheung-chau-centre,,22.208439,114.031098,4.1,ChIJ_3ilB45WATQRfVtg18Hu9Og,ATCDNfUXN49XtR5K8ZrkJOWy_seax2MX26SMLSCIpE-RuHSE7VW2tbPv5mwoiNKckq7lsr6Aw7QrbGZY-hLDdCzhOgq6ozK67G5DnYeuxAQC1k5ovakzpjEGsoLoumKq7U7hVB6_Au_ZIPl64xpiEkKoSteNCOCVlYMTho9hj_jF-Hi92SrzlJGCmbjHEqa3Tk8OSN_7jrEbS2SK6d1GRvST93UMUJY8QItbTqnNYYJ94O9_cJkSPij2L2a-7BltNesyldeaVu3-GONSBVMKaGbv-bb0DjJU5Aqg48wEjclw-wAXwmVHEtS7wnM2vcvymP1S1XpZ5ggMKtXj0O0gTyZkSx8zL98c6RswtqvH6a04RGXNsB1kb32lrCeUiLGp5hI0lOExhR20HsqeUg57GawLCuq9KY9cP-vo3QFsdPXfDbcZVaM
57,SPCA (Mui Wo Clinic),"Shop 14, Mui Wo Clinic, 3 Ngan Wan Road, Mui Wo, Lantau Island, Hong Kong",+852 2984 0060,,,Mon: 09:50-17:30 Wed-Sat: 09:50-17:30,FALSE,,,22.264246,114.001648,3.9,ChIJt5NtNitWATQREKoa-ELYFOM,ATCDNfWM2ItvcZUJGUn7Up8-4jLbg6uISzAo8ncNYKvTdx7Eb1gZDGz1MkqGnVa2OG0zYS84A17c3ygGki0A8i0b3RikaAtXCVSTEohERhEdkc7wwP6QgcjRP0jG1cbfIcEnC2Up304ou0JW_yBBURrbENybsmBDVU6o5aX0xKRGSLnSLWOvKEsw7UORLzaOsjwF_8uIJ0id3PWVzN2H6Kw1CAEm1dfkECrtgKXNid9ApHwjcNYWhDVZnHWPOTriOdcEaCUbUoFGallx7sAAACCL-NJpJBkIQvjX1kRNmfGl9bv2A2Rgq3SyuAxjhJOB0UAxTqYfMPAbTnkQamN0Wx6Rf7eiue0int6k0Q0f11aR8zddlw94Sd2fQRZM5A5hcIG3sxYHMa6hhQ3kAYhIaFyszobVNYqrHya8blaoZ3-01rgGAFX2BLKkAbT8eNBUUQ
58,Tung Chung Animal Clinic,"Shop No. 7, G/F, Ma Wan Village, Tung Chung, Lantau Island, Hong Kong",+852 2988 1534,,,Mon-Tue: 09:30-18:30 Thu-Sat: 09:30-18:30,FALSE,https://www.petspace.group/,,22.279695,113.940936,4.2,ChIJYQzcxKfiAzQRom7-75qFly4,ATCDNfW25rb0oy9YbqbnwTYTiQY5us1m_xZBk029r458A41M771Pjr5i3MuD5lwEapck0YQUP763nwW7N0iXzSQkMudFBK2eNdGag3PYpE4e4sYhl69OorN2I0wQqvozGvxQ87LKA_GDqoUkWUt4tp6jnvIq4PvEWj7waRyybOf4MLgOwpi6UD4vw8yLDs105H7GX0a3Sm6E0uBMinbdG93_MS6A1pTGV-v0eF7hfUxiBUzCYGAVas-Pi6RB0wND78pJW4AVrNSk5XAB466oLYHgtr3vAulwOI6rXJAPIAIoAQPavPMA1Q8KX011zsjYsy8BJ_4Ptz4jhjcWIzytCAlQSL5RiOGnJViXDenQHkreOwAStXnB5FQ9oOy1iivutQo76_dUTD5_JGwEpaE3ikfOFHD8m76oRl3uV-62y3bnOIBgIA
59,Creature Comforts Veterinary Housecall Practice,"Housecall, Hong Kong",+852 9773 0372,,,Mon-Sat: 08:00-19:00,FALSE,http://www.creaturecomforts.com.hk/,,22.280151,114.22512,4.9,ChIJUwMepXcBBDQRyZeyNCtK3Es,ATCDNfXhSkiXYktpTJxvrS5Ctvuzv06MX1I84KXmt33Yg5FSGbTCTxJi2Ljg3W-s9gF4xLKaGbZ2mYKZU5uzBg-AOm8vbRSZA8U-N0aS97qwOIquIJFS2D-ZtHi-dMzR7I5eQfoPRUu0qxKFrwDj76Wp1bB6D53C3RkaH6uxMgxfNc6xrLtK8PQj-B5BKNPHyD_h9WCU38EgdhflIGi4WD7hiOPoN9ldooJ1oOT07_LPx6SV0KShsGGSgFCodohWSvko5zHwPIvR5vwouz9ntcXpf9Xf05QM0igOtQC7sRudX-0iZw
60,Hong Kong Social Enterprise Veterinary Hospital (HKSEV),"Hong Kong, Mong Kok, Nullah Rd, 44號號地下",+852 2632 9755,,,Mon-Sun: 24-hour,TRUE,https://hksev.com/,https://maps.apple.com/?q=Hong+Kong+Social+Enterprise+Veterinary+Hospital+(HKSEV),22.323815,114.170027,4.6,ChIJm9fA_-YBBDQRGzaqeH30Ukc,ATCDNfVVHMIOOqnpNDCRYF6YQT5bIoxpZ7-B31UDJG4FBcbIj1zASimkEIK9r7dbOXApRLtwHAv_5FjFS5wVJA5t9wtSzLCX1E1HEhjrZnlLaqsNdHRaFZ_6AtSE7ogUYMvJ2TbF_QhBo6FqG4m2AFV7GCNmkPyXnT6DTG1skUgLdHQnSdBNFqiubkC8xPkQXTSmsJrA8eY8wYtuhqr1ZtRHnsF-VlRMCQDYWfFyUyhe-AW4PCyCxfiwOcTtok5RyoOi10k1iRK-sBbDPtr25faLdUtuHXlgWaUMFQ_Toy9HpZWl_bQ_y-1ojIro8IHhK_NDxuf4P_Xbe4hBcDBCXASpZq5hyWV-B0sSLMjekJ11vXkqTeQp8OHS1p9f8Il3_gJuw9Mr7nx4SGQwefKq3faySvDnH7zTIsfN9f0QOHqhVs-HXg4p_Jmo5sXu433Y7xiv
61,VSH (Veterinary Specialty Hospital) Kowloon ,"Hong Kong, Ho Man Tin, Liberty Ave, 7號地下及一樓G/F-1/F , 7 Liberty Avenue, Ho Man Tin",+852 2408 2588,,,Mon-Sun: 24-hour,TRUE,https://www.vsh.com.hk/,https://maps.apple.com/?q=VSH+(Veterinary+Specialty+Hospital)+Kowloon+專科獸醫醫院,22.318874,114.17416,4.5,ChIJKZ0l9IIBBDQRoeUINiKgm5E,ATCDNfU8sEQ1ohovLCiO08_HM_1QggwFqGh6DDKzxLMS6E_UvaKElodUm1xhJj6AZjQ9icoO8TgeeSXq8riWRKbSIribLUbdPV1dXcOoBKa3Yf-RJZPeWp-KrSXNo3z96atEHKyAj0W1z12CR6gitQOSvylsE4V0alsYF8rkP0kJU9VexG7oYvHXFgd7dwSHFZmIqB4yuIKAgM3c45H5_Lv-sO26LNx0fSmn4aKBLzX18s75Id0meUwEzkCXYf7f_-EHs7MTrQioQOD6Q5Tz9Zn2hxWEITCfnjmgKoECGuvNbf-TkA
62,NPV vet,"50 Ki Lung St, Mong Kok, Hong Kong",+852 2393 2070,,,Mon-Sun: 24-hour,TRUE,,https://maps.apple.com/?q=NPV+vet,22.32559,114.166432,4.3,ChIJeUsLGLYABDQRV2blzmqljg8,ATCDNfXsR_tiSFUxW7x6WgEsbhQzYgEGh2uV5dnWBzgTbj8liJ5Yqw5NzlcfJH3wKOF2jcsSQezIA9nZc6Oi7tFg_bihzZN6oHF0KCUDSXAIpg--V71-YGa2dhGiaVqWpfwA45vBMlFPAljKu19QNmUY6fENdqjQggfV-Ad9gZAqXAxm02HYJ0lgNNNtGflAKMrRhkD6ijcaTVdDp7jgzT8dthbKVpF5W9-axPFzCdSImUGtfTOLwmd_QCzMjzeHP4E6RaGA1elP7KWalnDvd6DOtSOsCT6wXv84JpcPwXuRBCpmIBHnerGLm7l53FJcxMbJfbAhUh21F4LCh9EUvkjWKDgeypDwy9mtNDFQGuwSa9ltb27JzIB0tyfW1vOeRojXBqXbDWkjm7BWxt_5vXjmXt8am4ZH13pHm9IspbNOe2yivsO7Hxn2lL2O8itwqw
63,LEAO Animal Medical Center,"Spring Sea Mansion, Shanghai St, Yau Ma Tei, Hong Kong",+852 2592 5376,,,Mon-Sun: 24-hour,TRUE,https://lamcvet.com/,https://maps.apple.com/?q=萊奧動物醫療中心+LEAO+Animal+Medical+Center,22.31351,114.169153,4.8,ChIJGfQd0-kBBDQR_CvIsElzhtE,ATCDNfWcyp0q48Qoh9Dva7SqW5MmlD9CxLLs052R_e1-guxF_ZfPoZzT__lSdOjj-tSFbhciNnoJsIQHDMq8PrLayBJQNEcrYE3vYTNY0j0RC0baZuROtrBdgdNaPDpffZ0O9hK6SjBleWbEHlSSfwV-n_65fXx6KGrjVUmZSWVfgYsN0uOMTnEWK076boMjYR7tibVRGE2Te2JwiZbSWAs4RMAhqAMcFRsSrkQv9EBNG5Q9GgG7tyACHzCcWutZQdPFVf0ZxmZ9dit8WYlG_Cg8JEN3-1bbW0TQBc6rbb2nEeVvfg
64,VetiVa Center for Animal Wellness,"19/F, 18 Salisbury Rd, Tsim Sha Tsui, Hong Kong",+852 2592 1000,,,Mon-Sun: 24-hour,TRUE,https://vetiva.org/,https://maps.apple.com/?q=VetiVa+Center+for+Animal+Wellness,22.293914,114.172825,4.8,ChIJe4WKnRQBBDQR-jeAM8FdY4o,ATCDNfXXoqWfjBNRnt1ubnd7TSp9UdDIkujursny52qUHQpl1kvdp-AFyVvhaFsDeX0YNyCYqjDSry4W-9h033ocjSfMQIrsJMtUFM-XbbFAZaDCthbTaby5-OfYRq8-FQofQOJIGXz96EJk5v5PaL1xnU4Ks-w6r-arVNLpqom47qH04GFmPXPdYQSVjI3gLUhCi_0kvxjcqcB0Y-rby9-ZCg_2M3lqLphmICwR9wU1LpDn4J0Sqxlnd9AcM3eR54ANeaS1z-kVTNdUKxvKhA9lFKeZ8BNhS1S6dZW3Nw-zhj7Ipfcp5ZeUfokjSUW885DWzgs0QGedjwPhLg8AuOpZKlRCcv_i_1z-mVh8bkYIRjFCqXzWgVEiqeHS63YExcrOr4Tdu0203xGG02SjPC1zHaWjIcCN_kAHZ_UbuEKjl42v_hpLunv8g7BIPcyZZujL
65,Southern Cross Vets ,"G/F, 22 Apliu St, Sham Shui Po, Hong Kong",+852 2309 2011,,,Mon-Sun: 09:30-19:30,FALSE,http://www.southerncrossvets.com/,https://maps.apple.com/?q=Southern+Cross+Vets+南十字獸醫醫療中心,22.327143,114.166102,5,ChIJnx2BA80BBDQRg9dlSeeSUUU,ATCDNfVHUQlxln1Wt4KMxvUxhdF4kzvq7ud639lQDSTYeLj-gZL9D0TBx1GoOxwBZgmrn9htn787iSz73xPR_SeiEemB-ETjD9vWJ7ep8IAvsCo8FWkg9ek_tSYOTNEImAu6I3x4KPJM2-zjkSoeEvzFJwtdymngdDBGf4zZJYB4ZMmQTq0UO_cZKJ1ybCg-4iaYYE4Nr76QeTjT4o_9LAXdy-J0zna3oOmbO8YZX2ZYSMhpv00Qm5gTH_b_DXskgf73QSExMBEUoIDJ7lwPBm3ZyjKR22r3FO3ti_UXYEdaVgNc8fB3ArArQ1XxBGJg8FrAu_AQt1pOtj6XestVRAhUsHg99g2DKQITjvj_cBQTgJLch9bm8gMg--JsZrLu0aZ7_9VT8kQI8po7bAOXE9vCU7sSbt4kaK2vj1DWp6d7DBrXsSXPUvWGRHIsFEgzs0Sa
66,24-Hour Concordia Pet Care,"LG &, P1, The Ellipsis, Blue Pool Rd, Happy Valley, Hong Kong",+852 2679 1000,,,Mon-Sun: 24-hour,TRUE,http://www.concordiapetcare.com/,https://maps.apple.com/?q=24-Hour+Concordia+Pet+Care康迪亞獸醫,22.270048,114.185577,4.3,ChIJxb4kyrIBBDQRQpRO_urHOuM,ATCDNfV-vTj2MMIp4Nic4RzPwgkvxT9mwVnGdhb3GmVMDZ4-DxEbwFC_asVmmFD6Wliv-QuZzc4RtTwDtSs6CUUq2jX2U0uV35scVKWcMKAt4z7r0fw7AQO-LeZD3nepfObNhSpOsWupBblOJmSBzhOA13-9TXxSmaKUpmmlTLj7Ez_r3MyjSQRIDi7iFPZYPTX5VI8h2zfZJTsqqL8vowOjc_Cx2G_1ZDF_y2cztWZ5VklBm9usamHBm1HmRONM8tW4Hdrn8Euvg0rhPrfcDt4wtOo-G0KD-tWDkx3wfHEvtSWP8A
67,Orion Veterinary Hospital ,"Shop 1, G/F, 23 Pine St, Tai Kok Tsui, Hong Kong",+852 2388 6200,,,Mon: 09:30-19:30; Tue-Sat: 09:30-22:30; Sun: 09:30-19:30,FALSE,https://www.orion-vet-hospital.com/,https://maps.apple.com/?q=Orion+Veterinary+Hospital+(奧利安動物醫院+),22.32072,114.163794,4.9,ChIJy5tUbMQBBDQReWRaQ-pMB2o,ATCDNfVpqGmfJNSNWpf4VZZSRrOQAcu0S1OrQMqU8N4W0nQc5JwlytADxmbNYYnGm-0Ps4jyGqbX_fsHXBDFtvLgEw-5HLCUrfTYu_JkSJLybbJB5odEIOS7DlVldTCX-Au3Y4Z6zeHgo4r8WvnreWcUwALQpuptDq40b6MxFStIK3nV_0cGsXv6pkiK0eJWQdi4qwBI6dnkZpD2GJsZ56JL-aekmog5ReHKeKaOD2dnlUQ8379auhM5dDgV_kj1gt2kfJbsqS9kInGQnlSS5oVr0muuqm-THrxzMBIzwal2DwM
68,Tai Wai Animal Hospital (Tai Wai Small Animal and Exotic Hospital),"G/F, 69-75 Chik Shun St, Tai Wai, Hong Kong",+852 2687 1030,,,Mon-Sun: 24-hour,TRUE,http://www.taiwaiexotic.com/,https://maps.apple.com/?q=Tai+Wai+Animal+Hospital+(Tai+Wai+Small+Animal+and+Exotic+Hospital),22.376773,114.178886,4.2,ChIJfc_U0acHBDQR7pxS-Sk0XLo,ATCDNfVOWaZQxs-7a3oD532oM8nj3Y4vuwwC_TreOhnCeXXEmhKmV5m1BGPKQ_BH6UavFTyZf21X882r3jPxu8zF0maoiC1OxSZQ1d2iliDybOOGQHcfCdz8wkzSdJyi6OkFb58oB53sQfEHSnI-11dvKdhh4vBWVwyzW9x-UgaDEAQ5V9syRBsx1_vJFFyt8R1t_2UylM43gnASZ65dX85Duef78B89wv90NwiuDMVxw4aRHC7jVo-C8HiPQvGUnfEX31VYecRZUrn07FK_ppPmpAZ14pJyh1c9WCmX_QpSt3MJSw
69,Victory Animal Hospital,"G/F, Emma Ave, Ho Man Tin, Hong Kong",+852 2711 0332,,,Mon-Sat: 09:00-19:00; Sun: 11:00-19:00,FALSE,https://victoryanimalhospital.com/,https://maps.apple.com/?q=Victory+Animal+Hospital,22.319168,114.175348,4.4,ChIJXZNmac8ABDQRM03dY5Nh5vQ,ATCDNfU-Y2C_hWDnnAwEScIAv7vILS1wuyiJZFTclk0QkD8UCL2uiloOn1wYXQ_qhBdwROTX7abkZ40BepMiE83QQqLxdSA-0h3JxACpz5KfOczI5cypyZEfs1sY_tEQhVkp7LL4erwif9mBRPhuimCAbEB2XB5cVXI20Tu3b29JfizcMr2CrT38_yMTrlIwb2x3HPDM2eZzjbRc0ZwKX8XoNxHUmN9Fuhj8EPGglBsplwlV2fYvTWGqGS-RBifiMu9D-idYD2FLMeE_DD6NyC-j6NEPL409if6AmBsEyhB60BLI7SSHmF3l6aFkFdzHHul2-Va0F_mykyyy5PN1op1gRvwzZqxDj05sFiclW8r4RlsjTasEbVoObVVIbIIbXx-vig7sQOif8HvYnlZNfTZb9oAVXunIdAlc14f7WnIgSTOZZw
70,Non-Profit making Veterinary Services Society,"Hong Kong, 旺角基隆街昌基樓G/F",+852 2393 2070,,,Mon-Sun: 09:00-21:30,FALSE,http://www.npv.org.hk/,https://maps.apple.com/?q=Non-Profit+making+Veterinary+Services+Society,22.325076,114.167151,4.2,ChIJN-IqGrYABDQRGD6IIp3r4XI,ATCDNfVdPwmhBGfFt8VYwshPoOpkfbQb5YIZv7pMKKu_w1IbVGm6g-pheLCEyNFsxSZ7qhCMnGeiTNAka73sQ3kZl8Twh-Ioy4J4UIJwXdzD4ROjqMF5_Gg-t_lIZfrYG-Zbr13-G_IUQLQXT2RERw05SKCl5hKs_nrAMpaC38_o4wvamIqmsstnj76zVfrh8ESb2vy4ZYA1_CMIRLDchFDnV2a9aUwwLrFh9v8kkuy4e0-yXc98EoZD-PHDr5yGxNXao-bfG9ReojI4LLw5evHetQha0-KBcwpLGrRMtgVri9AEP45XwbDjuX5Srccy7DgWkGPFfrVAEi3yh_IpSRj-DMyB8OxisFI-LYPfHdygKMyD8Zv9LIFmXVyei_Vp-Uxn2G4PYqnjzS6uVf4rwwTI4v_4KqdY_QdDhZ_1KKat20LmY2Gt
71,The Pet Vet,"1/F, 5 Luard Rd, Wan Chai, Hong Kong",+852 2111 1319,,,Mon-Fri: 09:00-21:00; Sat-Sun: 10:00-19:00,FALSE,https://www.thepetvet.com.hk/,https://maps.apple.com/?q=The+Pet+Vet,22.27692,114.171385,5,ChIJcQC29-4BBDQRbp9M_udNPU8,ATCDNfXIWO6lTz-XmxedO1SB2WT4zp2YYbb5aVMX9OFRTZm3SUNbghgbmGHjD7hzOhtcI8opSD2q8wAGNRVCrUNhLMN2odCXDQaLecoRdI4vs9T5yEdKBi_BOGzgRLWjHu6bfl0tfmfYaEsfevkXfVAIuGrp9mOl_141Z6g-F6VsuYZ9eBgKcBxjmNuqzWGPH-qVjO1tfn3T8GmVw2KqaStPhCYtTikfCOzUBfav0D_GEfZ8Mt5lFoEJZw8MyhLx0ru7_HB72MMKJpReSk0TJ31Ebt86CY3ixWx54ZakDHfpkWjB4w
72,Animal Medical Academy Hospital (AMAH),"Hong Kong, Tsim Sha Tsui, 東部加連威老道100號港晶中心12-17舖地下",+852 3899 8999,,,Mon-Sun: 24-hour,TRUE,http://www.amahvet.com.hk/,https://maps.apple.com/?q=動物醫療學會醫院+Animal+Medical+Academy+Hospital+(AMAH),22.300847,114.178352,3.9,ChIJk_GgeQ8BBDQRIAfkUxmCfgI,ATCDNfUMfJZQFlHB9Kb3--tSZj477jv_SJ9eJ7AcntwEfxu6g6OcS_41WcknauYnZC8Bkx2LgHsIbrkXFXNY0Imbrq8X24lWmNHMZF9Bjdd82YoWKEuNVabu8WkQKvbo2MAc4B4hvxEMvYRabyYbtXdvQjean59g4zUa5Aqtbv6j_caJ_d8UzYWRSNdJ_GIEPLt3lN1e_Qnaxux5uhC1Lxot_yy5zG3Sh829727ttQuwkjGjBstORW--ywDtFG14S47SYgzTU6ir_qljQwpkBZUhUjgfujtmoHYBJECEM1pFyuu_mg
73,Harvest Veterinary Specialty & Emergency Hospital,"Shop 2, G/F; 9/F, Tower 2, Magnet Place, Kwai Fung Cres, Kwai Chung, Hong Kong",+852 3102 8528,,,Mon-Sun: 24-hour,TRUE,https://hvseh.com.hk/,https://maps.apple.com/?q=Harvest+Veterinary+Specialty+&+Emergency+Hospital+豐盈動物專科及急症醫院,22.355551,114.125293,4.6,ChIJm8CN9dH5AzQRaklmeM9Gg5Y,ATCDNfWUPbNqvm6SML06G29-Lb9GBRrzDE6x1Zz3ENwR4cwgZzk29Zyg0ZwVhu3C2xhZaZCxbZe9bOdkTa1erkLYlqemaql6sr4ZuFeRVzz0dD6J-zMnrG5eVP_xiEchgp-tUstHXlO0DxPC3ktddV7TFykdJSBBOM4KaeijZ0z2hPjOq6mKlMuZ2NnhrFQFTJBQKvtgmokHj95HpNNzECf51CqMlx3BsT3xQWgswIxSxswtOmGR1vbXHNM5Lwmte9XIBkXVYjDnjgfZ9byvc2j7ih8BGaph3EfOq-XPPK_4KhO48Q
